Drink_ID,Name,Ingredients
2974,H.D.,1981;1999;2211;
2975,Horse Jizz,1988;2121;
2976,Long Island Iced Tea #6,1890;1904;1915;2033;2045;2088;2105;2191;
2977,Cowboy Cocksucker #2,1843;1999;2071;
2978,Blow Job #3,1994;1999;2161;
2979,The Evil Blue Thing,1943;2026;2062;
2980,Shark Attack,1731;2045;2081;
2981,Jack's Vanilla Coke,1888;1904;1906;2156;
2982,Viscous Robert,2071;2095;2123;
2983,The Pink Drink,1811;1988;2045;2088;2151;2208;
2984,Sid's Special,1751;1915;2105;2156;
2985,Tripwire,1731;1793;2045;2081;
2986,Ambijaxtrious,1811;1988;1994;2045;2191;
2987,Mutated Mothers Milk,1837;2193;2209;
2988,Apple Grande,2053;2191;
2989,Amer Picon Punch,1811;1921;1947;2156;2172;
2990,Tequila Press,2086;2156;2163;2172;2191;
2991,Bleeding Surgeon,2055;2060;2101;2116;
2992,Kansas City Ice Water,1751;1915;2045;2105;
2993,Jen's Mountain Gin,1787;1928;2002;2074;2206;
2994,Suicide Stop Light,1848;1875;1927;2174;
2995,Spikey Hedgehog,1811;1859;1915;2101;2156;
2996,Epidural,1765;1800;2045;2126;
2997,Magic's Tornado,1929;2037;2045;2071;2153;
2998,Cayman Sunset,1811;1943;1990;2102;
2999,Applejack,1851;1875;1995;
3000,Hazelnut Martini,1896;2045;
3001,Algae,1751;1940;1950;2003;2026;2045;
3002,Island Girl,1794;2045;2101;2174;
3003,Sensei on the Rocks,1765;1851;1988;1994;2156;
3004,Sweet Sunset,1940;1943;2076;2183;
3005,Suicide The Shot,1814;1860;
3006,The Power of Milk,1988;2045;2206;
3007,Pedro Collins,1751;1859;1940;1955;
3008,Bitchin' Apple Cider,1844;2190;
3009,Apple Cider Slider,1751;1861;2064;2178;
3010,Adam Bomb,1780;1942;2033;2045;2075;2156;2191;2195;
3011,Three Wise Men (on a farm),1791;1851;1961;2200;
3012,Royal Scandal,1911;1940;1990;2071;2104;
3013,Purple Motherfucker,1751;1995;2001;2045;2071;2104;2156;
3014,Harry Denton Martini,1797;2105;
3015,Sizz Snot,1731;1744;2038;
3016,MVP's Strawberry Bomb,1894;2045;2134;
3017,The 5th Element,1800;1814;1990;2052;2071;
3018,Jo Jo,1902;2067;2156;
3019,Duck Fart #2,1911;1994;1999;
3020,Arizona Antifreeze,1875;1940;2045;
3021,Purple Elastic Thunder Fuck,1783;1911;1990;2045;2071;2101;2104;
3022,Perfect Flaming Dr. Pepper,1814;1994;2005;2104;2121;
3023,Extreme Valentine,1928;2045;2055;2156;2168;
3024,Dirty Oatmeal,1837;1999;
3025,Venom,1786;2105;2206;
3026,Lay Down and Shut Up!,1837;1994;2151;2173;
3027,Sax with T.,1811;1911;1990;2038;2104;2174;
3028,Tropical Orgasm,1907;2033;2045;2057;
3937,Depressed Goalie,1928;1978;2156;2205;
3938,Aggie Punch,1915;1931;2144;
3939,Tropical Sunrise,1811;1825;1942;1990;2064;2156;2174;
3940,Pisco-rita,1878;1942;1959;2156;
3941,Green Ocean,1995;2084;2105;2154;2174;
3942,Westwood Ice Tea,1814;1861;1943;2105;2120;2191;
3943,Santa Monica Pier,1942;1967;
3944,Cinnamon Toast Crunch,1861;2120;
3945,49er Gold Rush,1861;1931;
3946,Wild Wendy,1990;2045;2101;2174;2197;
3947,Afterlanche,1927;2193;
3948,Uncle Sam,1874;1927;2193;
3949,Rieber Red Margarita,1942;2128;2156;2191;
3950,Gayley Avenue Margarita,1825;1931;1940;1942;2128;
3951,3rd Street Promanade,1861;1942;2105;2120;2174;2191;
3952,Jim Morrison,1782;1851;1961;2200;
3953,Death From Above,1814;1904;2105;
3954,Klingon Blood Wine,1811;1860;2064;2101;2191;
3955,Ice Cappuccino,1887;1893;1933;1988;1994;2151;2211;
3956,Insomniac,1896;1933;1944;1988;2151;2211;
3957,Dark Indulgence,1904;1944;2007;
3958,Cyber Smoke,2071;2136;2174;
3959,Forbidden Smoke,1811;2084;2105;
3960,360 degress,1915;1995;2026;2033;2045;2105;2133;2145;
3961,Diva,1751;1848;1915;2020;2084;
3962,Bananas and Cream,1956;1994;2209;
3963,Flaming Fruit Trees,1800;1956;2038;
3964,Absolutely Fruity,1882;1956;2045;
4736,Fruit A la la,1751;1781;1802;1926;1954;2045;2076;2079;
4737,Moose Fart,1911;1994;1999;2045;
4738,Milky Nooky,1837;2193;2209;
4739,Homecoming,1999;2104;
4740,Greasy Swede,1861;2045;2087;
4741,The Classic,1732;1895;1905;2153;
4742,Zool,1848;2038;2104;
4743,Delta Sunset,1942;2088;2153;
4744,Swamp Water #2,2026;2116;2153;2174;
4745,Oklahoma Tropical Twister,1784;1811;1990;2031;2055;2064;2174;2212;
4746,Kahlua Kiss,1994;2141;2151;
4747,White Splash,1838;2091;
4748,Green Thing,1875;1990;2197;
4749,The Green Wave,1875;1942;2045;2105;
4750,Liberty Blue Champagne,2026;2044;2045;2153;
4751,London Fog,2061;2105;2156;
4752,Quick Fox,1875;1994;1999;
4753,Rugmuncher,2005;2209;
4754,The Velvet Kilt,1843;2107;
4755,Chocalate Covered Martini,1953;1985;2045;
4756,Quantum Theory,1940;1990;2033;2044;2130;
4757,Mystery Date,1811;2105;2112;
4758,Lewinsky,1999;2071;2193;
4759,Tiger Paw,2125;2153;2156;2206;2219;
4760,Hawaii Five-O,1940;1943;1990;2026;
4761,Blue in the Face,1758;1871;2026;2045;2105;2206;
4762,Pisang Pistace,2104;2151;2154;
4763,Desiree,2045;2202;
4764,Lady L,1871;1875;2026;2063;
5422,Nalgaa,1751;1976;2056;2156;
5423,Junior Mint,1765;1934;2062;
5424,Sunshine Smile,2024;2045;2174;
5425,Cinnamon Cream,1844;2043;
5426,Lemon Celebration,1783;1955;2024;
5427,Chocolate-Mint Martini,1934;2045;2062;
5428,Georgia Peach Iced Tea,1940;2033;2038;2045;2105;
5429,Christmas Pudding,2071;2110;2171;
5430,Blue Knickers,1990;2026;2045;2151;2208;
5431,Rugburn,1771;1969;2156;2209;
5432,The Dark Side,1814;1942;1994;2007;2016;2104;2216;
5433,Charmer,1817;2026;2107;2162;
5434,Rod on the Rocks,2038;2053;2156;
5435,Jagerbeer Bomb,1837;2121;
5436,Golden Delicious,1844;2053;
5437,Mike's Chocolate Pudding,1855;1904;1994;2161;2209;
5438,Mike's Eggnog Wonderful,1749;1935;1994;2104;2161;
5439,Nuts 'n Holly,1896;1999;2104;2110;
5440,Vampire,1783;2045;2101;
5441,Rythym & Blues,1851;1972;
5442,Creeping Death,1780;1817;2045;2174;
5443,Dignified Iced Tea,1890;2041;2156;
5444,Daylon's Bedtime,1751;1942;2120;
5445,Frisky Witch,1996;2045;
5446,Irish Float,1904;1999;
5447,Kahlua Twist,1994;2106;2191;
5448,Northern Europe Mongrel,1999;2045;2121;
5449,Midori Jello Shots,1863;1875;2081;2182;
5450,Five Star General,1814;1837;1844;1874;2191;
3029,Be Sweet,1750;1768;1812;
3030,Bazooka Joe,1956;1999;2026;
3031,Stormcloud,1814;1999;2104;
3032,Velvet Presley,1978;2106;
3033,Gin-Dew-It,1787;1928;2052;2105;
3034,DewRunRum,1814;1928;
3035,Sunny Sex,1730;1765;2030;2045;2174;
3036,Tattooed Love Goddess,1953;1985;2045;2151;
3037,Mind over Marny,1856;1859;2164;2174;
3038,Pisang cold,1988;2154;2156;
3039,Latin Love,1784;1990;2135;2156;2197;2224;
3040,Sex on the Beach #9,1765;1886;2151;2156;2174;
3041,Murder in the Forest,1811;2045;2091;2154;2174;
3042,Rootbeer Floatie,1770;2005;
3043,Real Romulan Ale,1800;1814;2026;
3044,Kamikaze #2,1915;1942;2191;
3045,Black and Brown,2168;2171;
3046,A Piece of Ass,1995;2071;2104;2156;
3047,Green Eyes,1784;1875;1929;1990;2033;
3048,Three-Legged Monkey,1911;1990;2104;
3049,The Shiwala,1765;1865;1990;2038;2101;2116;2174;
3050,Sex With An Alligator,1837;1966;1990;2003;2156;
3051,Southern Dew,1928;2071;2156;
3052,Highlander,1750;1940;1942;1943;1950;1990;2003;2026;2045;2101;2105;
3053,Avalanche,1911;1994;2151;
3054,Root Beer Float #3,1884;1904;2156;2208;
3055,Rosebud,1929;1942;2133;2156;2219;
3056,Golden Nipple,1843;1844;1999;
3057,Painter's Delight,1775;2061;2105;2156;2163;2172;
3058,Salem Witch,1811;1875;1915;1950;1995;2045;2172;
3059,Boom box,2032;2045;2211;
3060,Spudgun,2045;2110;2121;
3061,Jake-Knife,1814;1837;1904;
3062,FuzzB@ll,2038;2052;
3063,Golden Sunrise,1846;1990;2000;2001;2064;2104;2174;
3064,Winegum,1779;2045;2181;
3065,B-52 #6,1999;2033;2104;
3066,Romona Banana,1956;2104;2193;
3067,Brandon and Will's Coke Float,1904;1978;2007;
3068,Mosstrooper,1751;2156;2168;
3069,Triplesex,1940;1942;1990;2045;
3070,SkyLab,1990;2026;2033;2045;2052;2132;2174;
3071,Eben's Magic Juice (Orange),1761;2045;2125;2206;
3072,Sex on the Beach #10,1886;2045;2088;2174;
3073,Rikkertje,1814;2045;2114;2174;
3074,Malibu Tequichi,1765;1990;2191;
3075,Tequila BoomBoom,1758;1860;2191;
3076,Blow Job #2,1843;2161;2209;
3077,Gorilla Snot #2,1739;1840;2003;
3078,Chocolate Almond,2104;2209;2216;
3079,Chocolate Shock,1927;2039;
3080,Apertif d'Absinthe,1920;2061;2081;2206;
3081,Diablo's Blood,1904;2030;
3082,Dragon's Breath,1730;1814;
3083,Green Milkshake,1744;1988;2088;
3084,Schnapp Pop,1846;1859;2156;
3085,Eliminator,1961;2125;2156;2191;
3086,Flaming Lamborghini,1994;1999;2026;2204;
3087,Death Wish,2071;2073;
3088,Shandy,1812;2121;
3089,Otter Pop,1751;1871;1940;2026;
3090,Fruit Fly,1792;1981;2138;2156;
3091,Pink Banana,1739;1907;
3092,Golden Margarita,1929;1995;2044;2191;
3093,Dolt Bolt,1800;1844;1874;
3094,Richie 50,1825;1848;2174;
3095,Lube Job,2045;2209;
3096,Iceberg in Radioactive water,1765;1875;1956;1990;2007;
3097,Southern Peach,1942;2038;2041;2071;
3098,Zipperhead,1783;2045;2172;
3099,A Gilligan's Island,2038;2045;2101;2174;
3100,Danger,2045;2121;
3101,Terror From the Deep,2073;2173;
3102,Purple Margarita,1783;1929;1995;2101;2191;
3103,Grapefruit Teaser,1765;1915;2133;
3104,Berrynice,1875;1998;2038;2075;2086;2126;2151;
3105,Volvo,1732;1960;2044;2045;2088;
3106,The Nog,1875;1942;1943;1990;
3107,Kioki Coffee,1921;1994;2211;
3108,The Pineapple Drink,1940;1943;1990;2052;2212;
3109,Pure Ecstacy,1994;1999;2045;2156;
3110,Sake Bomb,2025;2121;
3111,Tiger Woods,2045;2101;2153;
3112,Umbrella Man Special,1994;1999;2044;2045;2110;
3113,Irish Mint,1744;1988;1999;
3114,Apple Pie with A Crust,1765;2138;2190;
3115,The Peg,1904;1915;1978;2156;
3116,Cold Fire,1874;1988;2193;
3117,Flaming Moz,1797;2026;2204;
3118,Cajun Martini,2045;2137;
3119,Zorbatini,2045;2087;
3120,Pear Martini,1968;2045;
3121,Black-Eyed Susan,1915;1942;1943;1990;2045;2156;2174;
3122,Mexican three wise men,1851;2046;2200;
3123,Vodka Fizz,1749;1855;1959;2045;2156;
3124,Mexican Cappuccino,1994;2187;2191;
3125,Killer Kool-Aid #2,1765;1940;1942;1956;1966;1990;2003;2026;2101;2104;2174;
3126,Gorilla Fart #4,1851;1911;1961;
3127,Bloated Bag of Monkey Spunk,1990;2033;2038;2044;2174;
3128,Big Dumb Russian,1763;1990;2045;2052;2156;
3129,Dewing the Captain,1928;2064;
3130,Sit On My Face Mary Jane,1896;1911;1999;
3131,Snapple sensation,1799;1851;1915;
3132,Electric Screwdriver,2071;2104;2174;
3133,Wicked Tasty Treat,1994;1999;2045;2104;2151;
3134,The Fran,1791;1904;1995;2040;2064;2156;
3135,Witch's Clit,2045;2117;
3136,Easy does it,1800;1994;1999;
3137,Skip And Go Naked #2,1731;2071;2121;
3138,Satan's Piss,1814;1860;
3139,P.M.F.,1814;1956;1999;
3140,Radioactive Long Island Iced Tea,1765;1783;1875;1942;2033;2045;2105;2191;
3141,Shot-gun,1851;1961;2200;
3142,Bible Belt,1787;1942;1995;2071;
3143,Irish Curdling Cow,1978;1999;2045;2174;
3144,Creamsicle #2,1942;1995;2104;2172;2174;
3145,Fuck in the Graveyard,1783;1972;2026;2033;2045;2101;2174;2178;
3146,Sweet Tooth,1953;1988;
3147,Downshift,1814;2052;2170;2191;
3148,Pink Penocha,1800;2038;2045;2101;2174;
3149,Angel's Tit,1825;1855;1976;2062;
3150,Kosmo,1929;1942;2101;2163;2164;
3151,Orange Whip,2033;2045;2151;2156;2174;
3152,Bitter lime,1915;2074;2092;
3153,Chocolate Slam,1904;2016;2045;
3154,Bruised Heart,1783;2045;2051;2101;
3155,Fireball #2,1825;1860;1861;2071;
3156,Electric Lemonade #1,1751;1940;1943;2026;2156;
3157,Stan's Surprise,1758;1929;2045;2174;
3158,Gideon's Green Dinosaur,1928;1942;2003;2045;2116;2191;
3159,Sit on my face,1896;1994;1999;
3160,Rearbuster,1994;2101;2191;
3161,A True Amaretto Sour,2031;2104;2156;2163;
3162,Kool First Aid,1761;1814;
3163,Tickle me Elmo,1800;1894;1990;
3164,Cookie Monster #1,1763;1800;1990;
3165,Hop Skip and Go Naked,1731;1814;1959;2038;
3166,Kool-Aid (Boulder style),1811;2071;2101;2104;
3167,Super Sprite,1898;2052;
3168,Tootsy Pop,1875;2038;2174;
3169,Rumka,2045;2064;
3170,Aqua,1751;1999;2026;2045;
3171,Irish Russian,1904;1994;2045;2171;
3172,Tequila and Tonic,1758;1787;1931;2156;
3173,Wolfsbane,1818;1908;2045;2151;2153;2206;
3174,Chocolate Covered Banana,1739;2151;2216;
3175,Smooth Black Russian,1904;1994;2045;2171;
3176,Auburn Headbanger,1837;1844;
3177,Paisano,1896;1988;2045;
3178,Kamikaze Version,1942;1995;2026;2045;
3179,Body Shot,2045;2163;2206;
3180,Green Froggy,1928;2045;
3181,Mexican H'ors d'oeuvre,1819;1860;2191;
3182,Pink Panty Pulldowns #2,1781;2045;2052;2153;
3183,Zima Blaster,1783;2068;
3184,Colorado Pitbull,1904;1994;2064;2151;
3185,Rockin' Killer Koolaid,1990;2003;2045;2052;2104;2105;2174;
3186,Cherry Cheesecake,1985;2101;
3187,Unabomber,1915;1942;2045;2105;
3188,Mortuary Mix,1800;2147;
3189,Dirty Martini,1817;2058;2077;2105;
3190,Jet Pilot,1765;1811;1955;1990;2033;2064;2071;2101;2174;
3191,Buccaneer,1955;2221;
3192,Frozen Rum Runner,1811;1814;1903;1929;1943;1956;1990;1995;
3193,Gin Bucket,1731;1781;1959;2105;2170;
3194,The Moby,2045;2060;
3195,Bushwacker #1,1784;1988;1994;2048;2156;2216;
3196,Coco's Coctail,1787;1817;2056;2105;2156;
3197,Miami Ice,1942;2033;2038;2045;2105;2117;2174;
3198,Popper,1751;2191;
3199,Electric Lemonade #2,1904;1940;1943;2026;
3200,Homemade Kahlua,1830;1906;2045;2081;2206;2211;
3201,Coconut Frappe,1765;1988;1999;
3202,Blow Job #4,1744;1999;
3203,Orgasm #3,1825;1999;2082;
3204,Multiple Orgasm #1,1988;1999;2076;2082;
3205,Screaming Multiple Orgasm,1988;1999;2076;2082;2208;
3206,Twains Orgasm,1999;2038;
3207,Dirty Orgasm,1999;2082;2208;
3208,Vibrator,1999;2071;
3209,Chastity Belt,1944;1946;1999;2151;
3210,Martian Hard On,1999;2003;2062;
3211,Suitor,1988;1999;2082;2110;
3212,Prarie Fire,1860;2191;
3213,Screwdriver with Color,1994;2045;2156;2174;
3214,Purple Cow #2,1783;1988;1994;
3215,Witch's Brew,1749;1858;1921;1936;2026;2065;
3216,24k nightmare,1814;1837;1844;1874;
3217,Yellow Parakeet,1802;1875;1943;1990;1995;2174;
3218,Red Royal,1751;1911;2101;2104;
3219,Eerie Witch's Brew,1812;1959;2035;2055;2079;2081;2101;2190;
3220,Warm Witch's Blood,1858;2065;2138;2144;2174;2206;
3221,Caribbean Boilermaker,1943;2221;
3222,Army special,1929;2045;2105;2156;
3223,Sweetie,1994;2043;2045;2151;2156;
3224,Swift kick in the Ass,1927;2045;
3225,Frog in a blender,1763;1811;2045;2174;
3226,French Monkey,2030;2125;
3227,Black Russian #2,1904;1969;2045;
3228,Heilig,1972;2045;2101;
3229,Sex on the Beach #11,2038;2045;2101;2174;
3230,Arizona Twister,1765;1784;1811;1931;1990;2045;2156;2174;2212;
3231,Green-eyed Bi,1852;2027;2045;
3232,Lucky Lindeman,1753;2045;2156;
3233,Boswandeling (A walk in the woods),1942;2045;2095;
3234,Tequila Slammer,1751;2191;
3235,Baby Guinness,1994;1999;
3236,Nelson special,1758;2101;2105;2156;
3237,Rye & Pepper,2073;2179;
3238,Delilah,2088;2105;2163;
3239,Old-Fashioned Rum and Coke,1904;2033;
3240,G. T. O.,1811;2033;2045;2071;2104;2105;2174;
3241,Smurf-o-tonic,1758;1787;2026;2105;
3242,Jesus is Here,2019;2045;
3243,Russian Qualude #3,1946;1969;2045;2082;2209;
3244,The Italian Job,1990;2045;2088;2139;2151;
3245,Texas Prairie Fire,1860;1915;2191;
3246,Citron my face,1751;1995;2041;2044;
3247,Elmer Fudpucker,1731;2045;2052;2121;
3248,Peach Fuzz,1954;1959;2045;2156;
3249,Geneva Convention,1800;1844;2045;
3250,Alice in Wonderland,2044;2071;2104;
3251,Fuzzy Cooter,1731;1812;2038;2045;2174;
3252,Flying Monkey,1956;1994;1999;
3253,Antifreeze #2,2045;2081;2188;
3254,Blue Dog,2045;2133;
3255,Columbia Gold,1791;1998;2174;
3256,Fuzzy Ass,1811;1942;1995;2038;2041;2052;
3257,Bushwacker #4,1771;2156;2209;
3258,Root Canal,2005;2073;2193;
3259,Summer Mind Eraser,1875;2024;2038;2156;
3260,The Cum Shot,1938;2038;2045;
3261,501 Blue,1751;1972;1995;2026;2045;
3262,Airhead,2038;2101;
3263,Dolphin's Foam,2026;2091;
3264,Coke and Drops,1904;2153;
3265,Walk Me Down,1942;1995;2026;2033;2045;2052;2105;2191;
3266,Flying Squadron,1851;2156;2205;
3267,I.V. (Italian Valium),2104;2105;
3268,Juicy Lucy #2,1811;1943;1990;2045;2071;2116;2133;2174;
3269,Separator,1921;1988;1994;
3270,Ruby Tuesday,1811;2101;2105;
3271,Purple Hooter Shooter,1783;1929;2045;
3272,Peppermint Pattie,1934;2062;
3273,Sweet Tart - Loyalist Rez,1956;2026;2101;2104;2153;
3274,Arctic Mouthwash,1763;1928;2156;
3275,No Problem!,1739;1915;1990;2075;2133;2174;2197;
3276,Brain Fart,1800;1928;2033;2045;2060;2153;
3277,Black Martini #2,1783;2026;2045;2156;
3278,Royal Bitch,1896;1911;
3279,Psycho,1811;1990;2033;2174;2208;
3280,Purple Motherfucker #2,2026;2071;2101;2104;
3281,Iceberg in Radioactive water #2,1765;1875;1956;1990;2007;2045;
3282,Lina,1875;2052;2105;2156;2163;
3283,Big Apple,1744;2045;2190;
3284,Small Bomb #2,1800;1990;2003;2104;
3285,Nan's special,1751;1780;2045;2163;2172;
3286,Wet Snatch,1734;1887;1990;2135;2156;2191;
3287,Dogs Bollocks,1823;1828;1915;
3288,Purple Shroud,2026;2045;2097;
3289,Hairball,1771;2149;2171;
3290,Duck Shit Inn,1875;1994;1999;2191;
3291,Citrus Coke,1904;1955;
3292,Off your ass in a glass,1780;1911;2045;2092;2105;2121;2153;
3293,Dakota,1978;2191;
3294,Snow Blinder,1731;2007;2045;
3295,Skylab Fallout,1800;1814;1931;1990;2026;2045;2105;
3296,Ethiopian Camel Basher,1811;2045;2174;
3297,Smut,2030;2038;2174;2205;
3298,Brown Cow #2,1944;1988;2156;
3299,Silk Panties,2038;2045;
3300,Slippery Box,1761;1800;2041;2071;
3301,The Feckin Bolox,1999;2088;2208;
3302,Titty Excreation,1843;1928;
3303,The Angry German,1780;1837;1865;1929;2104;2156;
3304,Dirty Mexican Lemonade,1731;2045;2052;
3305,Hot Apple Pie #2,1844;1999;2138;
3306,Skull,1969;1978;2209;
3307,Bend Me Over,1940;2104;2174;
3308,Apple Slut,1769;2052;2219;
3309,Fulminator,1793;1795;1888;2045;2174;2191;2206;
3310,Scotty Boy,1995;2094;2172;
3311,Lemon Lightning,1800;2153;
3312,The Party Girl,1966;2094;2101;
3313,The Three Wise Men,1837;1844;1874;
3314,Death of a Virgin,1751;1915;2038;2045;2174;
3315,Dirtiest Ernie,1800;1814;1874;
3316,Gangbuster Punch,1751;2038;2045;2101;2156;
3317,Pixie Stick,1751;1875;2105;
3318,Red Lion,2044;2105;2153;2174;
3319,Black Orchid,1811;2026;2116;
3320,Oatmeal Raisin Cookie,1814;1837;1844;1994;1999;
3321,Bjorns Moscow Mule,1812;2045;2153;
3322,Field of Green,1751;2097;2104;2174;
3323,Raspberry Cooler,2117;2156;2217;
3324,Amaretto Sunset,1942;2104;2149;2156;
3325,Crantini,1942;2045;2101;2137;2156;2199;
3326,Jamaican Screw,1765;2156;2174;
3327,Sex on my face,1765;1791;1956;1990;2071;2101;2174;
3328,Pumpkin Eater,1895;1942;1943;2151;2174;
3329,Fuzzy Martini,1954;2038;2045;
3330,Apple Judy,2044;2045;2190;
3331,Bleeding Orgasm,1814;1928;2045;2101;2212;
3332,Love Potion #159,2038;2045;2101;2104;2156;2174;
3333,Wet Crotch,1783;1942;1999;
3334,Deep-7,1751;2104;2197;
3335,Halfway Special,1765;1811;1865;2041;2174;
3336,Bitches Tit,1783;2151;2156;
3337,Bloody Smurf,1972;2101;2156;
3338,Jägermonster,1811;1837;2174;
3339,Flamming Gorrilla Titties,1814;1994;
3340,Soda Cracker,1896;2045;2156;
3341,Bacardi Stinger,1814;1904;2104;
3342,BearCat Special,1814;2193;
3343,Dead Lizard,1904;2045;2201;
3344,Jilly,1758;1787;2045;2101;
3345,The Bozek,1915;1990;2045;2156;
3346,Killer Sniff,2026;2204;
3347,Phreaker Cocktail,1818;1942;1990;2045;2081;2153;2206;
3348,Cherry Comfort,2071;2093;
3349,Fruity Pebbles,2045;2052;2057;2174;
3350,Smartie,1889;2003;
3351,Black Dragon,1994;2107;2167;
3352,Brown Hen,2045;2095;2156;
3353,Magic Dew,1763;1928;
3354,Hilde's Special,1875;1995;2045;
3355,Blonde's Death,1904;2030;2033;2156;
3356,June Bug,1765;1875;1990;2156;
3357,The Mad Hungarian,2033;2168;
3358,Rock-and-Rye Toddy,1749;1932;2081;2095;2138;2163;
3359,Frisky Steve,1812;2024;2045;
3360,Mir,1851;1904;2045;
3361,Russian seven,1751;2002;2045;
3362,Trashcan Punch,1800;2170;2195;
3363,Green K,1871;1990;2026;2045;2048;2088;2202;
3364,Southern Dream,2051;2071;2156;
3365,ODWITS,1746;2045;2071;2174;2208;
3366,True Alabama Slammer,1851;2071;2097;2104;2174;
3367,Monkey Cum,1843;1999;
3368,Tiki Torch,2045;2166;
3369,Limonaide,1731;1955;
3370,Jogeir,1898;2041;2174;2208;
3371,Golddigger,1844;1851;
3372,Kahlua #6,1906;2045;2081;2206;2211;
3373,Incredible Hulk,1875;1928;2045;
3374,Flaming Citrus Action,1763;1860;1955;2174;
3375,Electric Jam,1751;1995;2026;2045;2156;
3376,Krypto Kami,1875;1940;1990;2038;2094;
3377,Flatliner,1860;1931;2204;
3378,Moninger's Madness,2045;2101;2107;2174;
3379,Flying Masturbator,2045;2101;2104;2156;2174;
3380,Blue Edisonian,1921;2056;2153;
3381,Emerald Isle #2,1875;1928;2045;
3382,Sex Appeal,1731;1871;1995;2003;2026;2038;2163;2197;
3383,Panty Dropper,1855;1994;2097;
3384,Adios Mother,1751;1871;1995;2026;2045;2105;
3385,Strawberry Martini,1811;1817;2076;2105;2206;
3386,Flaming Cornholio,1730;1888;2174;
3387,Nay-Nay Strohmeyer,1851;2052;2101;
3388,Rubbermeister,1837;2093;
3389,Mahwah Iced Tea,1890;2071;2156;2200;
3390,Bernardete,2011;2132;2156;
3391,Black Samurai,1824;2025;
3392,Long Beach Iced Tea,1942;1943;2045;2101;2105;2156;2163;2191;
3393,Black Widow,1996;2041;
3394,Rum Punch #2,1759;1793;1812;1871;1979;2081;2081;2127;2156;
3395,Apple Pie Shooter,2045;2138;2161;2190;
3396,H2O,1731;1736;2045;2055;2156;2212;
3397,Pina Colada #2,1765;1990;2151;2156;
3398,Boomerang Shot,1791;1837;
3399,Long Beach Ice Tea,1751;1942;2033;2045;2101;2105;2156;
3400,Red Velvet,1811;1915;2052;2105;2154;
3401,Carl Johan,1915;2019;2105;2154;
3402,Mother Pucker,1751;1769;
3403,Bald Pussy,1751;1848;1898;1915;1942;1972;2003;
3404,Fuzzy Blue Gobbler,1763;1961;2038;
3405,Fuzzy Bullet,2038;2121;
3406,Power Drill,2045;2121;2174;
3407,Red Baron #2,1911;2101;2104;
3408,Nuclear Rainbow,1811;1814;1837;1874;1875;1911;2104;
3409,The Captain's Martini,1934;2105;2137;
3410,Pocima,2045;2121;2156;2174;
3411,Calimocho Torreon Special,1904;2030;2156;
3412,Booda's Black Brew,1765;1783;1811;2026;2101;2156;
3413,Upper Cut,1771;1867;1933;2211;
3414,Lemon Twister,1731;2041;2163;
3415,Bram Stoker's Dracula,1789;1860;1941;
3416,Absolut Mixer,1848;1941;2041;2094;2174;
3417,Zombie #4,1814;1942;1943;1995;2141;2174;
3418,Grumpy Old Man,1812;1915;1978;2156;
3419,Grumpier Old Man,1915;1978;1995;2156;
3420,Danini,1904;1929;2045;2156;
3421,The Phantom,1848;1952;1988;2156;
3422,Milk Shake 43,1952;1988;
3423,Richards family,1750;1999;2045;2211;
3424,Malibu Massage,1765;1942;1988;2052;2062;2148;
3425,UFO,1841;1930;2156;
3426,Nummer 10,1994;2019;2217;
3427,Flaming Kevin,1800;2205;
3428,Long Iver Iced Tea,1765;1904;1942;1995;2045;2105;2163;2191;
3429,T-Bone,1814;2140;
3430,Aftershock,1731;1765;1908;2110;
3431,Fireball #3,1860;2191;2204;
3432,Snakebite #3,1860;1888;2191;
3433,Boston Burn-out,1814;1843;1860;2005;2104;2209;
3434,The Player,2057;2174;2191;
3435,North Dakota Special,1750;1851;1902;1904;1961;2071;
3436,Matisse,1783;2002;2164;2174;
3437,Captains Saddle,2005;2064;2156;
3438,Dirty Martini #2,2058;2105;
3439,Casey Special,2033;2093;
3440,Dumbfuck,1902;1927;
3441,Pure Exstacy,1814;1994;1999;2104;2156;
3442,Bailey's Cup of Coffee,1999;2211;
3443,Dew,1750;1928;
3444,Chunky Monkey,1994;2016;2098;
3445,Nickler,1921;2163;2206;2211;
3446,Red Headed Slut,1837;2038;2101;
3447,Chocolate Banana,1739;1988;2062;
3448,Weekend On The Beach,1902;1940;2038;2178;
3449,Bavarian Alps,1865;1988;2090;
3450,Coffee 43,1952;2151;2211;
3451,Canadian Rum Punch,2033;2081;2153;2206;
3452,Sparkplug,1814;1874;
3453,Russian Shamrock,1744;2045;
3454,Golden Blizzard,1844;1935;2193;
3455,Rum Snapp,1799;2033;
3456,Green Russian,1875;2045;
3457,Banana Slush Punch,1731;1761;1802;1812;1990;2081;2174;2206;
3458,Citrus Surprise,1955;2109;
3459,Canecutter,1904;1994;2116;2156;
3460,Jump Starter,1838;2116;
3461,Crimson Death,1838;2021;2045;2156;
3462,Crimson Coma,1904;2021;2045;2156;
3463,Gunfire,1979;2116;
3464,Rocket Fuel #2,1990;2024;2032;2045;2105;2174;
3465,Black Forest,1850;1976;2062;2151;
3466,Tequila Body Slammer,1780;2163;2191;
3467,Shrub,1793;2033;2081;2174;2206;
3468,Almond Shrub,1988;2033;2163;2174;2206;2220;
3469,Rum Shrub,2033;2055;2081;2174;2206;
